Data,GŁOGÓW (151160060) Stan wody [cm],RACIBÓRZ-MIEDONIA (150180060) Stan wody [cm],BARDO ŚLĄSKIE (250160410) Suma opadów [mm],BIERUTÓW (251170270) Suma opadów [mm],BOLESŁAWÓW (250160610) Suma opadów [mm],BOLKÓW (250160030) Suma opadów [mm],BORÓW (250160070) Suma opadów [mm],BRZEG (250170050) Suma opadów [mm],BRZEG DOLNY (251160230) Suma opadów [mm],CHWAŁKOWICE (251160170) Suma opadów [mm],CIESZYN (249180130) Suma opadów [mm],CIESZYN (249180550) Suma opadów [mm],DŁUGOPOLE-ZDRÓJ (250160590) Suma opadów [mm],DOBROGOSZCZ (250170110) Suma opadów [mm],DZIERŻONIÓW (250160260) Suma opadów [mm],DZIEWIĘTLICE (250170290) Suma opadów [mm],GŁOGÓW (251160080) Suma opadów [mm],GŁUBCZYCE (250170390) Suma opadów [mm],GŁUCHOŁAZY (250170330) Suma opadów [mm],GOŚCIEJOWICE (250170760) Suma opadów [mm],GRABOWNICA (251170150) Suma opadów [mm],ISTEBNA-STECÓWKA (249180280) Suma opadów [mm],ISTEBNA-WIEŚ (249180290) Suma opadów [mm],JARNOŁTÓWEK (250170340) Suma opadów [mm],JAWOR (251160290) Suma opadów [mm],JEDLINA-ZDRÓJ (250160220) Suma opadów [mm],JELCZ-LASKOWICE (251170320) Suma opadów [mm],KACZORÓW (250150110) Suma opadów [mm],KAMIENICA (250160620) Suma opadów [mm],KĄTY WROCŁAWSKIE (251160310) Suma opadów [mm],KŁODZKO (350160520) Suma opadów [mm],KOPICE (250170730) Suma opadów [mm],KORFANTÓW II (250170750) Suma opadów [mm],KRUPSKI MŁYN (250180190) Suma opadów [mm],KUDOWA-ZDRÓJ (250160450) Suma opadów [mm],LĄDEK-ZDRÓJ (250160520) Suma opadów [mm],LEGNICA (351160415) Suma opadów [mm],LESZNO (351160418) Suma opadów [mm],LEWIN KŁODZKI (250160470) Suma opadów [mm],LIGOTA GÓRNA (250180230) Suma opadów [mm],LUBACHÓW (250160170) Suma opadów [mm],LUBIN (251160190) Suma opadów [mm],LUBOMIN (250160120) Suma opadów [mm],ŁABĘDY (250180330) Suma opadów [mm],ŁANY (251170420) Suma opadów [mm],MIĘDZYGÓRZE (250160630) Suma opadów [mm],MIĘDZYLESIE (250160650) Suma opadów [mm],MILICZ (251170140) Suma opadów [mm],MŁOTY (250160540) Suma opadów [mm],NAMYSŁÓW (251170290) Suma opadów [mm],NYSA (250170230) Suma opadów [mm],OBORNIKI ŚLĄSKIE (251160220) Suma opadów [mm],ODOLANÓW (251170130) Suma opadów [mm],OŁDRZYCHOWICE KŁODZKIE (250160510) Suma opadów [mm],OPOLE (350170530) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],OSTROSZOWICE (250160320) Suma opadów [mm],OSTRZESZÓW II (251170430) Suma opadów [mm],OTMUCHÓW (250170250) Suma opadów [mm],PACZKÓW (250170220) Suma opadów [mm],POLANICA-ZDRÓJ (250160490) Suma opadów [mm],POLKOWICE DOLNE (251160150) Suma opadów [mm],PRUDNIK (250170530) Suma opadów [mm],PRZEWORNO (250170120) Suma opadów [mm],PSZENNO (250160090) Suma opadów [mm],RACIBÓRZ (350180540) Suma opadów [mm],RACŁAWICE ŚLĄSKIE (250170540) Suma opadów [mm],ROŻNÓW (251180230) Suma opadów [mm],RUDNA (251160140) Suma opadów [mm],RYBNIK (250180510) Suma opadów [mm],SŁOSZÓW (250160480) Suma opadów [mm],SMOLICE (251170090) Suma opadów [mm],SREBRNA GÓRA (250160350) Suma opadów [mm],STARE OLESNO (250180030) Suma opadów [mm],STRONIE ŚLĄSKIE (250160560) Suma opadów [mm],STRZELIN (250170090) Suma opadów [mm],SUKOWICE (250180380) Suma opadów [mm],SZALEJÓW GÓRNY (250160840) Suma opadów [mm],SZCZAWNO-ZDRÓJ (250160130) Suma opadów [mm],ŚWIERZAWA (251150360) Suma opadów [mm],TARNÓW (250160360) Suma opadów [mm],TRZEBNICA (251170210) Suma opadów [mm],TWARDOCICE (251150280) Suma opadów [mm],WALIM (250160270) Suma opadów [mm],WROCŁAW-STRACHOWICE (351160424) Suma opadów [mm],ZIELENIEC (250160530) Suma opadów [mm],ZIELINA (250170280) Suma opadów [mm],ŹRÓDŁA (251160370) Suma opadów [mm],średnia Suma opadów [mm],mediana Suma opadów [mm],std Suma opadów [mm],min Suma opadów [mm],max Suma opadów [mm]
2020-08-16,262.0,130.0,,0.5,,,1.0,,,,,,,,,,,,,,,13.6,,,,,0.1,,,,0.0,,,0.2,,,0.0,0.0,,,,,,,,,0.8,1.6,,3.2,,,0.5,,0.1,,,,,,,,,,,0.0,,7.9,,,,0.0,,0.3,,,,,,,0.0,,,,0.0,,,,1.568421052631579,0.25,3.296790209071184,3.239921425190903,3.1841374864364824
2020-08-17,246.0,129.0,,,0.1,0.8,0.0,,1.0,0.0,,0.8,,,,,,1.0,0.0,,,,,0.2,2.7,0.2,,,,0.0,0.0,,0.0,,0.0,0.4,0.0,0.0,,,,4.0,,,,0.2,,,,,,1.1,,,0.0,,,,,0.0,,0.0,,,,0.0,1.9,,,,,0.0,1.2,,9.2,,,0.1,0.0,17.5,0.0,,,0.2,0.0,0.0,,,1.1833333333333336,0.1,3.1826927516762633,3.1572786988042383,3.131759197304194
2020-08-18,206.0,145.0,4.6,6.0,19.8,7.6,1.5,3.7,0.2,1.0,,44.1,16.4,,7.0,8.1,,17.4,6.6,6.0,3.9,54.8,,26.1,4.1,4.5,1.6,4.7,35.3,0.9,4.5,4.9,2.2,0.8,17.0,16.1,5.6,0.1,30.4,6.1,10.6,5.5,2.3,,2.9,22.5,18.2,2.1,25.8,1.5,11.9,1.3,0.3,9.6,5.2,4.3,,,10.7,1.1,,9.9,29.7,0.4,12.9,23.7,6.9,14.1,8.5,18.6,10.5,1.2,17.0,8.4,10.5,0.9,,5.4,3.9,12.0,19.6,,3.8,41.6,2.4,9.4,4.5,,10.469333333333333,6.35,10.930226076513426,10.859174829184045,10.789452075555145
2020-08-19,188.0,318.0,2.6,,8.6,0.0,1.8,0.6,0.3,2.3,,46.3,0.1,,2.8,5.4,,9.4,17.4,1.9,,15.2,,24.5,2.7,0.7,,1.5,3.9,1.3,0.2,2.8,5.0,0.6,,4.1,8.7,0.0,0.2,2.8,5.3,,0.2,,1.5,0.8,0.9,,6.5,,14.5,,,0.0,0.8,1.4,,,16.8,7.1,,0.0,22.6,4.2,3.1,17.1,5.0,,1.7,13.7,0.5,0.0,0.7,0.4,4.9,1.9,,0.6,2.5,5.8,2.9,,7.9,4.5,0.6,0.6,3.8,,5.1461538461538465,2.6500000000000004,7.570176057466658,7.5193959443520395,7.469372506430133
2020-08-20,207.0,540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-08-21,261.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-08-22,360.0,269.0,22.5,2.8,40.8,8.0,19.1,6.1,2.0,3.3,,25.0,8.0,,17.0,32.0,,1.6,6.1,9.6,3.0,12.4,,22.5,2.3,5.2,2.4,2.1,41.0,3.4,46.2,13.3,5.3,24.2,,51.0,0.2,7.1,,17.7,4.6,,4.5,,2.6,23.5,8.2,4.8,9.4,12.9,9.5,2.2,2.1,11.9,5.6,3.2,,,15.5,34.0,,2.6,9.2,7.8,3.8,4.1,7.9,3.1,0.8,3.0,0.5,5.5,8.5,11.0,34.7,4.2,,0.2,7.6,0.0,19.2,,0.1,4.5,3.8,,11.9,3.4,10.765277777777778,6.1,11.535599391260893,11.4577951341034,11.381473861541611
2020-08-23,364.0,252.0,5.2,,,0.0,0.1,,,0.0,,0.6,,,2.8,0.0,,,,2.9,,0.7,,,,0.2,0.4,0.1,,0.1,0.4,4.9,,,5.4,,0.0,0.7,,,0.2,,3.9,,0.2,0.2,,,,,,,2.0,,0.0,,,,,0.5,,0.6,,1.1,2.6,0.0,,,,,,0.0,1.2,,,0.1,,0.3,3.5,0.5,1.3,,,0.6,0.0,,,,1.1394736842105264,0.5,1.546289959388004,1.5282661361593421,1.5107403667653143
2020-08-24,306.0,224.0,0.1,,1.9,,,,,,,,0.4,,,0.1,,1.7,1.2,,,,,0.8,,,,,3.0,0.0,0.1,1.1,0.4,,0.0,,0.7,1.0,,,,,,,0.8,0.4,,,0.4,,0.3,,1.8,0.5,0.0,0.9,,,,0.5,,0.5,,1.0,,0.0,,3.7,0.2,0.2,,0.3,,,0.6,,,0.2,,,0.0,,,,0.9,,,,0.7342857142857143,0.5,0.8119295164876232,0.8009981913881755,0.7904698583861433
2020-08-25,266.0,193.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.1,,0.1,0.0,0.0,0.0,,,,0.0,,0.0,0.4,,,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,0.0,0.4,,,0.0,,,,,,0.0,,,,,,,,0.3,0.0,,,,0.1,,0.2,,0.06956521739130435,0.0,0.12472326013782549,0.12273050117885863,0.12079039251463768
2020-08-26,268.0,177.0,,4.3,,3.5,2.3,0.6,1.8,1.6,,,,,,,,,,,1.9,,,,,0.4,2.4,2.9,0.1,0.7,0.0,,,,,,0.1,0.6,,,0.0,1.0,0.3,,0.3,,0.1,9.4,,2.6,,1.5,4.1,,0.0,12.6,,,,,,8.8,,,2.2,0.0,,3.7,3.0,,,1.5,,2.6,,2.4,,,0.6,0.7,0.0,,0.7,,0.5,0.5,,,2.0575,1.5,2.6488891187521744,2.6187886632268906,2.5895374978609667
2020-08-27,247.0,167.0,,,,,0.0,,,0.3,,,,,,,,,,,0.2,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.2,,0.0,,,,,,,0.6,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,0.0,,,,0.08666666666666667,0.0,0.16286547638678003,0.15916041029507397,0.15558198287988517
2020-08-28,232.0,162.0,4.9,1.2,8.4,9.0,4.7,2.2,6.3,5.8,,0.6,4.2,,10.5,5.2,,1.5,4.0,3.5,3.8,,,3.9,7.8,7.6,1.5,10.7,10.1,5.3,7.6,2.0,4.6,6.8,8.7,2.5,12.3,6.0,9.1,0.5,9.2,6.7,9.8,,3.3,7.2,6.3,4.6,3.8,2.4,8.9,3.8,3.1,5.9,2.0,9.0,,,7.3,2.7,,10.8,2.0,2.9,5.8,1.6,0.7,1.7,7.6,1.0,6.6,3.9,5.9,1.8,3.1,1.7,,5.6,8.5,7.6,3.2,,11.8,7.5,8.5,10.3,1.2,5.5,5.4079999999999995,5.353999999999999,3.0628462814535893,3.0544497408229754,3.0460380620082517
2020-08-29,221.0,160.0,26.6,17.1,28.6,4.7,14.9,17.6,5.1,3.2,,4.1,18.6,,18.4,28.7,,23.5,21.7,17.0,6.3,6.8,,29.2,3.2,12.1,15.6,4.1,29.1,9.2,21.4,23.4,22.9,28.5,14.2,30.2,2.4,2.2,17.3,24.5,12.3,2.0,7.8,,13.0,27.9,22.2,4.5,22.5,20.4,19.6,13.0,4.8,22.0,18.8,2.7,,,33.0,31.3,,1.1,17.0,27.1,10.7,16.4,17.6,22.9,2.5,8.7,17.0,3.3,18.7,16.8,28.8,18.8,,20.5,8.1,2.3,23.6,,2.3,14.4,7.5,20.8,19.9,5.8,15.563157894736841,17.0,8.972407116826938,8.945664410049751,8.919001547200159
2020-08-30,210.0,157.0,2.2,1.7,2.6,17.3,3.1,8.6,16.6,24.2,,1.4,1.5,,3.5,13.5,,0.6,0.1,1.3,7.7,2.9,,0.1,26.5,13.7,1.2,30.3,3.5,8.0,0.6,9.7,0.0,0.8,7.6,0.7,26.8,25.8,2.5,0.5,10.5,15.0,57.7,,1.1,1.8,1.4,20.4,1.4,34.3,3.2,13.5,10.2,5.4,0.0,31.5,,,11.2,3.3,,36.8,,3.1,12.8,0.2,2.0,0.8,29.0,1.4,2.9,27.4,1.0,0.6,0.8,2.3,,1.1,67.6,25.1,2.8,,18.2,9.5,6.3,3.8,,13.2,10.23918918918919,3.5,13.147042980332712,13.064726515298663,12.983695733605249
2020-08-31,223.0,159.0,8.7,3.3,6.7,1.2,5.8,1.9,4.4,3.5,,15.1,5.9,,1.4,5.1,,2.0,2.4,1.1,2.0,24.5,,5.2,1.6,2.1,3.8,2.5,10.0,3.5,5.5,1.7,4.1,4.9,1.5,11.1,1.0,3.9,2.1,4.9,2.7,0.7,1.7,,1.4,12.7,7.7,0.5,20.6,3.4,3.3,3.0,1.9,5.4,3.4,0.5,,,3.0,9.5,,0.9,11.5,4.2,1.7,8.5,6.4,3.4,2.0,9.3,5.9,4.9,6.7,4.7,17.4,4.9,,6.7,1.2,6.4,2.6,,1.6,3.1,4.2,14.2,3.9,8.1,5.1342105263157904,3.9,4.526623693877866,4.498006040503461,4.469972233931401
2020-09-01,234.0,191.0,34.6,24.4,41.6,12.8,18.8,18.6,8.6,6.3,,23.8,40.1,,34.0,19.8,,34.5,42.2,23.5,13.2,19.4,,49.8,9.3,41.6,22.0,18.6,43.0,15.0,25.5,52.0,33.2,20.9,19.0,43.5,8.9,1.5,29.6,28.3,42.9,5.4,22.5,,16.1,41.3,20.7,10.1,40.8,19.3,58.4,13.5,15.6,28.6,24.6,1.5,,,23.8,20.8,,11.6,34.5,25.8,26.4,23.5,31.6,20.0,5.5,18.6,50.8,11.5,37.0,25.5,34.5,24.0,,23.5,30.3,10.5,25.9,,13.3,53.7,14.8,46.8,33.2,16.3,25.432894736842105,23.8,13.001937879771377,12.993558118698184,12.983631201497673
2020-09-02,235.0,427.0,,,,,,,,1.6,,0.3,,,,,,,,,0.0,1.9,,,,,,0.1,,,0.0,,,0.2,0.1,,0.8,0.5,,0.2,,1.5,0.3,,,,,,,,,,0.2,,0.0,0.5,,,,,,1.8,,,,0.0,,0.4,1.8,0.2,0.1,0.7,,,,0.1,,,0.1,0.2,0.0,,2.0,,0.0,,,,0.5379310344827586,0.2,0.65418624920718,0.6439408130186038,0.6341042200692296
2020-09-03,261.0,350.0,,,,,,,,0.6,,,,,0.1,0.0,,,,,0.2,,,,,,,,,,0.0,,,,,,0.0,3.9,,,,0.6,,,,,,,,,,0.2,0.1,,0.0,2.2,,,,,,1.9,,,,0.0,,,1.7,,,0.7,,,,,,,,,0.0,,0.2,,0.0,,,,0.6526315789473683,0.2,1.0000621930271005,0.9791261590586643,0.9591052018737538
2020-09-04,333.0,288.0,,,,,,,0.2,0.4,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,0.1,,,,0.1,,,,,,,,,,,0.5,0.0,0.0,0.3,,,,,,0.1,,,,0.0,,,0.3,,,0.0,,,,,,,,0.1,0.0,,,,0.0,0.0,,,0.10500000000000001,0.0,0.14800641292997502,0.1449462997255112,0.14202724860446625
2020-09-05,368.0,246.0,2.9,20.1,32.8,12.9,10.6,3.4,3.2,18.3,,19.8,20.6,,2.0,4.6,,6.7,36.4,2.0,2.1,25.8,,32.7,8.1,1.9,32.2,17.5,26.9,12.4,9.1,1.1,5.4,9.8,9.1,18.1,3.7,0.7,8.3,6.2,1.5,0.9,16.7,,13.1,21.5,11.2,4.0,37.7,11.8,2.0,2.7,4.1,16.5,4.6,11.2,,,3.8,2.2,,4.9,25.4,,9.1,11.8,29.7,22.5,7.0,9.4,14.0,17.9,2.7,2.1,21.3,3.3,,10.2,19.3,10.5,2.0,,8.0,3.0,7.8,11.0,5.3,7.3,11.445333333333332,9.1,9.39672046576942,9.33829967780845,9.281113914990833
2020-09-06,341.0,282.0,,,,,,,,,,12.5,,,,,,,0.0,,,8.6,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.2,0.1,,,,,,,,0.0,0.0,,,,,,,,,,1.3,,,,12.8,0.0,0.0,,,,,,,,,0.0,,0.1,,0.0,,,,2.0941176470588236,0.0,4.2518227052883955,4.169376006795487,4.088883025053179
2020-09-07,327.0,384.0,,,,,0.0,,,,,0.5,,,,,,,,,,,,,,,,,,,0.0,,,0.1,,,0.0,0.0,,,,,,,,,,0.2,,,,,,,0.0,,,,,,,0.0,,,,0.1,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.06923076923076923,0.0,0.13420817530808854,0.1308195040778187,0.12755074221532392
2020-09-08,328.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-09,359.0,270.0,,0.0,,1.1,0.0,0.2,,0.4,,,,,0.8,0.1,,,,,0.2,,,,1.6,1.2,0.0,1.4,,0.2,0.0,,,,,,0.4,0.0,,,1.2,0.1,2.4,,0.0,,,,,0.0,0.0,,0.5,,0.0,,,,0.3,0.1,,0.3,,0.6,1.1,0.0,,,,,,0.0,1.6,0.2,,0.1,,0.1,1.4,0.6,0.6,,0.5,2.0,0.0,,,,0.5195121951219511,0.25,0.6178946172819556,0.6108712914136917,0.6040565755537565
2020-09-10,367.0,226.0,0.5,,1.8,,0.1,0.5,0.3,,,0.8,1.5,,0.8,1.7,,0.3,3.0,,,0.8,,3.2,,0.6,0.0,0.2,2.6,0.1,0.5,0.4,0.2,,0.0,0.4,0.0,0.0,0.5,0.5,0.6,,,,,1.3,0.3,,1.3,0.0,0.7,,,2.1,0.4,,,,0.5,0.2,,,2.2,0.3,,0.1,1.6,0.2,,0.6,0.5,0.0,0.2,,1.5,,,0.2,0.3,,0.0,,,0.7,0.1,0.4,1.3,0.6,0.7181818181818184,0.5,0.763551223161127,0.7568513373656711,0.750317981026738
2020-09-11,338.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.2,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.022222222222222223,0.0,0.06000374099822667,0.05835366434545861,0.05669859913057754
2020-09-12,310.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-13,295.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-14,282.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0125,0.0,0.03143003694274352,0.030431624386797626,0.02944437267825381
2020-09-15,272.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-16,257.0,155.0,,,,0.5,,,,,,,,,,0.0,,,,4.5,,,,,,2.3,,0.7,,,0.0,,,0.7,0.0,,0.0,0.0,,,0.2,,1.7,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.1,0.0,0.2,,,,,,0.8,0.2,0.1,,,0.9,0.0,,,,0.5863636363636364,0.2,1.0178614854356938,1.0004435445566289,0.9835594102497979
2020-09-17,252.0,150.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,0.2,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,0.1,,,,,,,,0.0,,,0.8,0.0,0.0,,,0.08000000000000002,0.0,0.19526000765193904,0.1915288027658633,0.18782224057075267
2020-09-18,260.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,0.2,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.022222222222222223,0.0,0.06000374099822666,0.058353664345458606,0.056698599130577544
2020-09-19,249.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-20,234.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-21,216.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-22,220.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0
2020-09-23,220.0,133.0,,,,,,,,,,,,,,,,,0.7,,,,,5.3,,0.1,,,3.2,,0.0,,1.6,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,2.5,,,0.0,0.2,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,0.85,0.0,1.4713411471313613,1.4380892605932007,1.4061510416857357
2020-09-24,216.0,133.0,,,,,,,,0.0,,,,,0.9,,,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,0.0,,,0.2,0.0,,,,,0.0,,,0.0,0.0,,,,0.07333333333333333,0.0,0.21999925727741532,0.21637701913655608,0.21268382358550272
2020-09-25,230.0,139.0,19.4,16.4,32.3,19.4,15.7,17.4,24.4,16.4,,8.1,24.7,,13.8,23.0,,20.0,19.4,17.2,18.4,5.2,,20.4,27.1,16.1,24.2,23.6,38.4,17.3,16.5,15.9,16.9,31.6,20.6,25.7,25.1,16.9,25.0,28.5,21.4,18.1,16.5,,19.1,25.3,20.5,15.5,24.1,11.3,14.1,24.5,8.8,19.3,27.0,20.0,,,15.0,16.4,,19.8,16.4,10.1,15.5,42.7,23.0,18.8,17.7,19.1,23.8,21.0,15.8,43.4,28.3,10.8,,19.7,17.1,23.7,14.5,,21.3,24.2,23.9,32.0,14.9,24.0,20.51842105263158,19.4,6.764488096928158,6.896465011963081,7.0153397591662525
2020-09-26,224.0,255.0,19.4,8.4,18.2,13.8,20.6,20.7,26.0,24.8,,8.8,15.5,,19.4,20.9,,16.7,19.3,19.5,5.1,9.5,,22.8,19.9,16.1,20.5,14.7,17.8,23.4,16.5,24.6,27.3,4.5,19.0,21.1,18.1,12.7,20.7,9.0,19.1,25.7,15.7,,27.7,18.0,14.9,9.1,15.8,6.9,18.0,25.8,2.1,16.6,8.8,23.6,,,20.6,24.3,,22.4,17.7,19.1,16.7,15.5,17.9,3.9,24.3,6.4,16.0,6.0,16.9,3.0,19.5,20.7,,16.5,14.6,16.4,17.2,,18.5,19.5,27.9,22.0,23.1,23.1,17.273684210526316,18.0,6.1221209929013,6.211008109910158,6.291408077317159
2020-09-27,204.0,303.0,0.0,,,,,,,,,0.3,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,0.2,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.1,0.0,,,,,,,,,0.0,,,,0.0,0.1,,,0.10625000000000001,0.0,0.24010253843393303,0.23553018968305797,0.23102327548159154
2020-09-28,265.0,228.0,15.8,12.1,14.2,11.3,24.2,24.9,14.5,10.4,,11.2,8.6,,15.0,22.0,,27.1,19.4,22.5,6.5,9.6,,23.8,10.5,13.1,18.0,11.1,16.6,20.5,13.9,24.7,25.3,14.6,12.0,16.8,10.3,1.5,13.2,14.6,16.4,9.5,12.5,,17.7,17.5,13.8,7.5,15.6,15.6,29.0,22.4,5.2,15.8,19.1,5.6,,,21.5,21.9,,7.1,25.0,23.6,19.8,22.2,25.3,17.2,9.7,15.1,14.0,2.6,19.4,22.6,13.7,27.8,,14.1,12.2,9.5,20.3,,8.7,14.7,17.0,13.0,26.1,15.3,15.952631578947367,15.3,6.142475008852373,6.201807923130261,6.255555262042763
2020-09-29,315.0,242.0,10.2,,18.1,5.4,4.2,3.8,1.5,1.2,,6.1,15.3,,12.0,4.1,,4.0,8.7,0.3,0.3,11.9,,10.3,3.8,15.0,0.0,7.3,15.0,2.2,10.2,0.6,0.8,3.4,12.0,14.3,1.8,0.0,11.2,1.3,13.7,1.5,12.7,,0.3,20.0,9.4,,13.3,0.0,2.4,0.3,0.2,13.3,0.3,0.8,,,3.5,6.1,,0.7,1.5,2.5,11.9,0.9,2.2,0.9,0.9,2.6,11.5,0.4,6.5,2.2,10.9,2.4,,13.2,14.2,6.6,4.0,,4.5,19.0,0.8,11.9,1.4,2.8,6.087837837837836,4.0,5.5797261160366025,5.543166465791779,5.507358136060928
2020-09-30,304.0,298.0,0.2,1.2,2.0,0.1,2.4,3.8,0.3,0.1,,21.1,0.7,,0.3,2.6,,8.0,8.9,5.5,1.6,25.6,,10.3,,,2.2,0.3,2.5,1.4,0.0,6.2,3.9,5.6,1.0,3.3,0.1,0.1,0.5,5.1,0.0,0.2,0.3,,1.7,3.8,0.8,2.8,,2.1,5.9,0.5,3.0,0.4,3.0,0.2,,,4.3,2.0,,0.4,5.7,5.1,0.0,4.0,5.4,3.1,,13.2,0.2,1.2,0.1,5.1,1.1,3.3,,,0.4,0.3,0.7,,0.5,0.4,0.8,0.2,3.6,0.9,3.0084507042253525,1.65,4.346638290106246,4.319644611142382,4.2930302932983775
2020-10-01,294.0,386.0,18.4,3.4,23.8,11.0,10.8,4.5,1.1,3.5,,16.0,9.4,,17.0,17.1,,27.7,18.8,6.5,1.6,8.8,,20.6,15.5,18.7,6.2,10.1,21.8,9.4,18.0,6.2,11.2,3.5,4.5,17.4,14.5,2.0,4.7,5.7,18.7,0.4,14.2,,3.7,14.8,8.6,1.2,9.0,2.1,16.2,2.2,1.1,20.7,3.1,0.3,,,17.5,17.0,,1.4,18.5,20.4,19.4,13.2,17.1,1.4,0.2,5.8,7.0,0.4,17.1,1.5,18.2,13.9,,13.5,15.2,9.7,15.5,,6.9,22.0,1.3,6.0,7.2,1.9,10.45921052631579,9.7,7.189596166163296,7.152769653795541,7.116668174007438
2020-10-02,330.0,516.0,,0.1,0.1,,0.2,,0.0,0.1,,,,,,0.0,,0.7,0.1,0.7,,,,0.1,,,0.1,,0.0,0.8,0.0,1.3,0.8,0.1,,,0.0,0.0,,0.1,,,,,0.1,,,,,,1.4,,,,0.1,,,,0.0,0.0,,0.4,3.2,,,0.4,,,,1.9,0.1,0.0,,1.7,,0.2,,,,0.1,0.0,,0.1,,0.8,,0.8,,0.4368421052631579,0.1,0.6663918746121119,0.6590579637118451,0.6518948399890343
